member_id,age,self_identified_gender,join_date,membership_tenure_days,risk_level,churn,churn_label,engagement_score,engagement_level
MB01212,24,Female,2024-12-30,205,Active,0,Retained,44.166666666666664,Medium Engagement
MB01213,44,Prefer not to say,2023-02-27,877,High Risk,1,Churn,92.0,High Engagement
MB01214,23,Prefer not to say,2023-06-15,769,Medium Risk,1,Churn,43.166666666666664,Medium Engagement
MB01215,41,Prefer not to say,2024-10-30,266,Active,0,Retained,56.25,Medium Engagement
MB01216,37,Non-binary,2025-03-27,118,Active,0,Retained,28.666666666666675,Low Engagement
MB01217,33,Male,2023-06-29,755,Medium Risk,1,Churn,48.00000000000001,Medium Engagement
MB01218,33,Female,2023-07-26,728,Medium Risk,1,Churn,56.91666666666667,Medium Engagement
MB01219,28,Female,2024-09-04,322,Low Risk,0,Retained,55.16666666666667,Medium Engagement
MB01220,29,Non-binary,2022-09-14,1043,High Risk,1,Churn,50.25000000000001,Medium Engagement
MB01221,41,Non-binary,2025-01-13,191,Active,0,Retained,40.5,Medium Engagement
MB01222,38,Non-binary,2024-03-19,491,Low Risk,0,Retained,61.00000000000001,High Engagement
MB01223,22,Female,2022-09-22,1035,High Risk,1,Churn,18.583333333333336,Low Engagement
MB01224,35,Male,2024-04-01,478,Low Risk,0,Retained,31.75,Low Engagement
MB01225,31,Male,2023-08-12,711,Medium Risk,1,Churn,48.25000000000001,Medium Engagement
MB01226,30,Female,2024-04-25,454,Low Risk,0,Retained,58.50000000000001,Medium Engagement
MB01227,24,Male,2024-09-03,323,Low Risk,0,Retained,54.66666666666667,Medium Engagement
MB01228,23,Non-binary,2022-08-10,1078,High Risk,1,Churn,86.33333333333334,High Engagement
MB01229,33,Male,2024-04-13,466,Low Risk,0,Retained,49.083333333333336,Medium Engagement
MB01230,28,Male,2022-11-13,983,High Risk,1,Churn,67.25,High Engagement
MB01231,43,Non-binary,2024-10-21,275,Active,0,Retained,73.50000000000001,High Engagement
MB01232,45,Prefer not to say,2024-11-08,257,Active,0,Retained,40.75,Medium Engagement
MB01233,39,Prefer not to say,2025-05-20,64,Active,0,Retained,63.083333333333336,High Engagement
MB01234,23,Female,2023-07-29,725,Medium Risk,1,Churn,54.41666666666667,Medium Engagement
MB01235,48,Male,2024-05-26,423,Low Risk,0,Retained,42.833333333333336,Medium Engagement
MB01236,30,Other (self-described),2022-12-15,951,High Risk,1,Churn,35.00000000000001,Medium Engagement
MB01237,19,Non-binary,2024-02-05,534,Low Risk,0,Retained,54.833333333333336,Medium Engagement
MB01238,33,Female,2022-08-26,1062,High Risk,1,Churn,50.583333333333336,Medium Engagement
MB01239,33,Female,2024-12-07,228,Active,0,Retained,49.75000000000001,Medium Engagement
MB01240,22,Female,2022-12-10,956,High Risk,1,Churn,49.333333333333336,Medium Engagement
MB01241,39,Male,2023-03-18,858,High Risk,1,Churn,91.16666666666666,High Engagement
MB01242,22,Female,2023-03-24,852,High Risk,1,Churn,67.66666666666667,High Engagement
MB01243,43,Other (self-described),2023-01-05,930,High Risk,1,Churn,75.16666666666667,High Engagement
MB01244,35,Female,2023-04-04,841,High Risk,1,Churn,27.500000000000004,Low Engagement
MB01245,26,Female,2023-08-26,697,Medium Risk,1,Churn,78.5,High Engagement
MB01246,29,Male,2025-02-03,170,Active,0,Retained,43.666666666666664,Medium Engagement
MB01247,35,Male,2025-05-19,65,Active,0,Retained,51.083333333333336,Medium Engagement
MB01248,47,Other (self-described),2022-10-16,1011,High Risk,1,Churn,46.08333333333333,Medium Engagement
MB01249,19,Male,2023-09-05,687,Medium Risk,1,Churn,52.16666666666667,Medium Engagement
MB01250,43,Female,2023-02-25,879,High Risk,1,Churn,48.833333333333336,Medium Engagement
MB01251,24,Male,2024-01-27,543,Low Risk,0,Retained,66.66666666666667,High Engagement
MB01252,15,Non-binary,2025-02-18,155,Active,0,Retained,48.083333333333336,Medium Engagement
MB01253,19,Male,2025-02-09,164,Active,0,Retained,45.58333333333333,Medium Engagement
MB01254,27,Male,2023-06-23,761,Medium Risk,1,Churn,1.3333333333333335,Low Engagement
MB01255,43,Female,2024-03-21,489,Low Risk,0,Retained,44.91666666666667,Medium Engagement
MB01256,35,Male,2024-11-21,244,Active,0,Retained,27.666666666666668,Low Engagement
MB01257,36,Male,2024-01-16,554,Low Risk,0,Retained,56.58333333333333,Medium Engagement
MB01258,40,Non-binary,2025-04-15,99,Active,0,Retained,49.41666666666667,Medium Engagement
MB01259,38,Male,2023-10-12,650,Medium Risk,1,Churn,48.666666666666664,Medium Engagement
MB01260,19,Male,2024-09-09,317,Low Risk,0,Retained,34.50000000000001,Low Engagement
MB01261,20,Female,2023-02-24,880,High Risk,1,Churn,28.666666666666668,Low Engagement
MB01262,44,Female,2024-07-27,361,Low Risk,0,Retained,17.5,Low Engagement
MB01263,34,Non-binary,2024-02-24,515,Low Risk,0,Retained,43.16666666666666,Medium Engagement
MB01264,13,Female,2025-06-10,43,Active,0,Retained,46.16666666666667,Medium Engagement
MB01265,29,Male,2025-04-06,108,Active,0,Retained,30.75,Low Engagement
MB01266,31,Female,2024-04-30,449,Low Risk,0,Retained,87.5,High Engagement
MB01267,15,Male,2024-01-28,542,Low Risk,0,Retained,30.000000000000004,Low Engagement
MB01268,38,Female,2023-09-22,670,Medium Risk,1,Churn,76.58333333333334,High Engagement
MB01269,32,Male,2024-08-16,341,Low Risk,0,Retained,50.083333333333336,Medium Engagement
MB01270,37,Female,2023-06-13,771,Medium Risk,1,Churn,15.666666666666668,Low Engagement
MB01271,24,Male,2022-12-19,947,High Risk,1,Churn,66.66666666666667,High Engagement
MB01272,23,Female,2023-03-15,861,High Risk,1,Churn,38.91666666666666,Medium Engagement
MB01273,20,Prefer not to say,2025-05-11,73,Active,0,Retained,42.083333333333336,Medium Engagement
MB01274,35,Non-binary,2024-01-28,542,Low Risk,0,Retained,84.66666666666669,High Engagement
MB01275,26,Female,2025-03-03,142,Active,0,Retained,78.5,High Engagement
MB01276,17,Female,2024-10-08,288,Low Risk,0,Retained,55.333333333333336,Medium Engagement
MB01277,40,Female,2022-08-07,1081,High Risk,1,Churn,53.0,Medium Engagement
MB01278,28,Male,2025-01-22,182,Active,0,Retained,54.58333333333334,Medium Engagement
MB01279,17,Male,2024-01-08,562,Low Risk,0,Retained,18.083333333333336,Low Engagement
MB01280,23,Male,2023-09-03,689,Medium Risk,1,Churn,57.333333333333336,Medium Engagement
MB01281,24,Male,2023-06-05,779,Medium Risk,1,Churn,59.25,Medium Engagement
MB01282,18,Non-binary,2023-11-04,627,Medium Risk,1,Churn,10.833333333333334,Low Engagement
MB01283,48,Male,2025-06-12,41,Active,0,Retained,34.91666666666667,Low Engagement
MB01284,38,Female,2024-07-10,378,Low Risk,0,Retained,60.83333333333334,High Engagement
MB01285,23,Female,2023-12-19,582,Medium Risk,1,Churn,38.91666666666666,Medium Engagement
MB01286,36,Female,2025-03-21,124,Active,0,Retained,58.08333333333334,Medium Engagement
MB01287,26,Male,2024-06-14,404,Low Risk,0,Retained,43.66666666666667,Medium Engagement
MB01288,18,Male,2025-05-18,66,Active,0,Retained,67.75000000000001,High Engagement
MB01289,20,Prefer not to say,2025-03-31,114,Active,0,Retained,32.75,Low Engagement
MB01290,19,Female,2024-04-26,453,Low Risk,0,Retained,88.83333333333334,High Engagement
MB01291,13,Male,2025-02-01,172,Active,0,Retained,52.75000000000001,Medium Engagement
MB01292,43,Female,2023-10-27,635,Medium Risk,1,Churn,61.16666666666667,High Engagement
MB01293,27,Female,2023-06-19,765,Medium Risk,1,Churn,15.166666666666668,Low Engagement
MB01294,48,Female,2023-02-21,883,High Risk,1,Churn,28.666666666666668,Low Engagement
MB01295,45,Prefer not to say,2024-11-21,244,Active,0,Retained,36.41666666666667,Medium Engagement
MB01296,36,Female,2024-12-26,209,Active,0,Retained,33.75,Low Engagement
MB01297,21,Male,2025-03-03,142,Active,0,Retained,89.83333333333334,High Engagement
MB01298,41,Female,2023-08-15,708,Medium Risk,1,Churn,42.0,Medium Engagement
MB01299,28,Male,2023-06-01,783,Medium Risk,1,Churn,34.333333333333336,Low Engagement
MB01300,21,Male,2025-05-20,64,Active,0,Retained,30.0,Low Engagement
MB01301,29,Female,2022-09-29,1028,High Risk,1,Churn,23.166666666666668,Low Engagement
MB01302,14,Male,2025-04-28,86,Active,0,Retained,81.16666666666667,High Engagement
MB01303,17,Male,2023-11-24,607,Medium Risk,1,Churn,22.25,Low Engagement
MB01304,31,Male,2023-05-29,786,Medium Risk,1,Churn,47.91666666666667,Medium Engagement
MB01305,20,Prefer not to say,2022-12-08,958,High Risk,1,Churn,42.083333333333336,Medium Engagement
MB01306,13,Female,2023-05-24,791,Medium Risk,1,Churn,52.33333333333333,Medium Engagement
MB01307,16,Male,2023-02-20,884,High Risk,1,Churn,40.0,Medium Engagement
MB01308,47,Non-binary,2024-06-26,392,Low Risk,0,Retained,65.16666666666667,High Engagement
MB01309,40,Male,2023-02-06,898,High Risk,1,Churn,48.91666666666667,Medium Engagement
MB01310,26,Female,2025-03-29,116,Active,0,Retained,27.500000000000004,Low Engagement
MB01311,33,Male,2022-11-13,983,High Risk,1,Churn,47.333333333333336,Medium Engagement
MB01312,36,Female,2023-11-17,614,Medium Risk,1,Churn,41.33333333333333,Medium Engagement
MB01313,24,Female,2023-02-03,901,High Risk,1,Churn,51.083333333333336,Medium Engagement
MB01314,46,Prefer not to say,2024-02-27,512,Low Risk,0,Retained,99.50000000000001,High Engagement
MB01315,37,Non-binary,2023-08-07,716,Medium Risk,1,Churn,23.666666666666668,Low Engagement
MB01316,28,Female,2023-12-10,591,Medium Risk,1,Churn,18.583333333333336,Low Engagement
MB01317,28,Prefer not to say,2023-05-05,810,Medium Risk,1,Churn,33.66666666666667,Low Engagement
MB01318,26,Female,2025-03-28,117,Active,0,Retained,70.66666666666667,High Engagement
MB01319,22,Prefer not to say,2025-04-19,95,Active,0,Retained,34.333333333333336,Low Engagement
MB01320,14,Female,2024-10-02,294,Low Risk,0,Retained,45.0,Medium Engagement
MB01321,47,Other (self-described),2025-01-04,200,Active,0,Retained,46.08333333333333,Medium Engagement
MB01322,32,Female,2022-12-07,959,High Risk,1,Churn,59.833333333333336,Medium Engagement
MB01323,35,Non-binary,2024-11-01,264,Active,0,Retained,34.75,Low Engagement
MB01324,39,Prefer not to say,2022-08-18,1070,High Risk,1,Churn,41.75000000000001,Medium Engagement
MB01325,36,Female,2024-06-29,389,Low Risk,0,Retained,44.08333333333334,Medium Engagement
MB01326,12,Male,2024-12-11,224,Active,0,Retained,47.66666666666667,Medium Engagement
MB01327,23,Male,2023-03-04,872,High Risk,1,Churn,55.00000000000001,Medium Engagement
MB01328,48,Other (self-described),2023-07-22,732,Medium Risk,1,Churn,59.333333333333336,Medium Engagement
MB01329,32,Female,2024-01-09,561,Low Risk,0,Retained,54.333333333333336,Medium Engagement
MB01330,45,Female,2023-11-09,622,Medium Risk,1,Churn,64.08333333333334,High Engagement
MB01331,32,Non-binary,2023-05-19,796,Medium Risk,1,Churn,43.5,Medium Engagement
MB01332,33,Prefer not to say,2024-10-22,274,Active,0,Retained,57.833333333333336,Medium Engagement
MB01333,21,Female,2022-07-27,1092,High Risk,1,Churn,82.83333333333334,High Engagement
MB01334,44,Female,2022-08-19,1069,High Risk,1,Churn,32.25,Low Engagement
MB01335,19,Non-binary,2023-07-31,723,Medium Risk,1,Churn,54.833333333333336,Medium Engagement
MB01336,14,Other (self-described),2024-11-22,243,Active,0,Retained,50.25000000000001,Medium Engagement
MB01337,13,Female,2023-06-29,755,Medium Risk,1,Churn,25.0,Low Engagement
MB01338,29,Male,2025-04-07,107,Active,0,Retained,30.75,Low Engagement
MB01339,33,Prefer not to say,2025-05-21,63,Active,0,Retained,57.833333333333336,Medium Engagement
MB01340,16,Male,2024-09-21,305,Low Risk,0,Retained,59.00000000000001,Medium Engagement
MB01341,28,Male,2024-02-16,523,Low Risk,0,Retained,42.50000000000001,Medium Engagement
MB01342,14,Female,2022-12-11,955,High Risk,1,Churn,45.0,Medium Engagement
MB01343,16,Female,2023-05-10,805,Medium Risk,1,Churn,66.58333333333334,High Engagement
MB01344,49,Male,2023-04-24,821,Medium Risk,1,Churn,22.499999999999996,Low Engagement
MB01345,22,Male,2024-03-26,484,Low Risk,0,Retained,17.0,Low Engagement
MB01346,49,Male,2024-06-19,399,Low Risk,0,Retained,22.833333333333332,Low Engagement
MB01347,14,Female,2024-05-23,426,Low Risk,0,Retained,48.333333333333336,Medium Engagement
MB01348,49,Male,2022-08-06,1082,High Risk,1,Churn,26.916666666666668,Low Engagement
MB01349,28,Prefer not to say,2025-05-11,73,Active,0,Retained,33.66666666666667,Low Engagement
MB01350,21,Male,2022-12-12,954,High Risk,1,Churn,30.0,Low Engagement
MB01351,21,Male,2023-10-15,647,Medium Risk,1,Churn,28.916666666666664,Low Engagement
MB01352,49,Male,2024-03-12,498,Low Risk,0,Retained,22.833333333333332,Low Engagement
MB01353,24,Male,2023-05-12,803,Medium Risk,1,Churn,49.75000000000001,Medium Engagement
MB01354,25,Male,2024-01-21,549,Low Risk,0,Retained,9.166666666666668,Low Engagement
MB01355,40,Female,2022-12-05,961,High Risk,1,Churn,29.500000000000004,Low Engagement
MB01356,48,Female,2022-11-06,990,High Risk,1,Churn,34.583333333333336,Low Engagement
MB01357,41,Male,2024-03-30,480,Low Risk,0,Retained,35.75,Medium Engagement
MB01358,14,Female,2024-09-01,325,Low Risk,0,Retained,33.333333333333336,Low Engagement
MB01359,38,Non-binary,2023-10-01,661,Medium Risk,1,Churn,61.00000000000001,High Engagement
MB01360,35,Non-binary,2022-10-25,1002,High Risk,1,Churn,68.33333333333333,High Engagement
MB01361,18,Male,2024-11-10,255,Active,0,Retained,42.833333333333336,Medium Engagement
MB01362,25,Male,2023-08-29,694,Medium Risk,1,Churn,9.166666666666668,Low Engagement
MB01363,17,Female,2023-08-20,703,Medium Risk,1,Churn,74.16666666666667,High Engagement
MB01364,31,Male,2023-05-04,811,Medium Risk,1,Churn,48.25000000000001,Medium Engagement
MB01365,45,Non-binary,2025-02-02,171,Active,0,Retained,53.0,Medium Engagement
MB01366,41,Male,2023-05-22,793,Medium Risk,1,Churn,11.000000000000002,Low Engagement
MB01367,12,Male,2022-10-28,999,High Risk,1,Churn,69.33333333333334,High Engagement
MB01368,12,Female,2024-12-13,222,Active,0,Retained,48.083333333333336,Medium Engagement
MB01369,19,Female,2024-10-13,283,Low Risk,0,Retained,31.75,Low Engagement
MB01370,24,Non-binary,2022-08-23,1065,High Risk,1,Churn,34.0,Low Engagement
MB01371,47,Female,2024-12-12,223,Active,0,Retained,36.41666666666667,Medium Engagement
MB01372,21,Prefer not to say,2022-12-26,940,High Risk,1,Churn,32.91666666666667,Low Engagement
MB01373,39,Male,2024-01-15,555,Low Risk,0,Retained,44.666666666666664,Medium Engagement
MB01374,41,Female,2024-10-02,294,Low Risk,0,Retained,34.0,Low Engagement
MB01375,17,Female,2022-12-08,958,High Risk,1,Churn,40.333333333333336,Medium Engagement
MB01376,26,Female,2024-03-05,505,Low Risk,0,Retained,29.166666666666668,Low Engagement
MB01377,27,Male,2023-12-22,579,Medium Risk,1,Churn,38.416666666666664,Medium Engagement
MB01378,27,Non-binary,2024-06-05,413,Low Risk,0,Retained,64.16666666666666,High Engagement
MB01379,21,Male,2023-09-30,662,Medium Risk,1,Churn,25.666666666666664,Low Engagement
MB01380,28,Female,2024-12-30,205,Active,0,Retained,55.16666666666667,Medium Engagement
MB01381,35,Male,2024-05-02,447,Low Risk,0,Retained,13.833333333333334,Low Engagement
MB01382,33,Female,2022-08-25,1063,High Risk,1,Churn,50.583333333333336,Medium Engagement
MB01383,37,Female,2024-09-21,305,Low Risk,0,Retained,29.333333333333332,Low Engagement
MB01384,24,Female,2023-07-24,730,Medium Risk,1,Churn,33.24999999999999,Low Engagement
MB01385,17,Non-binary,2024-07-11,377,Low Risk,0,Retained,50.25000000000001,Medium Engagement
MB01386,29,Male,2023-03-22,854,High Risk,1,Churn,65.58333333333334,High Engagement
MB01387,45,Other (self-described),2025-02-03,170,Active,0,Retained,26.833333333333332,Low Engagement
MB01388,37,Female,2022-08-25,1063,High Risk,1,Churn,15.666666666666668,Low Engagement
MB01389,44,Male,2024-02-25,514,Low Risk,0,Retained,47.91666666666667,Medium Engagement
MB01390,34,Non-binary,2024-10-14,282,Low Risk,0,Retained,32.75,Low Engagement
MB01391,37,Male,2025-04-05,109,Active,0,Retained,46.99999999999999,Medium Engagement
MB01392,31,Non-binary,2024-12-24,211,Active,0,Retained,65.08333333333334,High Engagement
MB01393,21,Female,2023-12-17,584,Medium Risk,1,Churn,22.083333333333336,Low Engagement
MB01394,26,Male,2024-06-29,389,Low Risk,0,Retained,63.166666666666686,High Engagement
MB01395,20,Non-binary,2023-01-22,913,High Risk,1,Churn,75.5,High Engagement
MB01396,19,Non-binary,2024-03-21,489,Low Risk,0,Retained,71.83333333333334,High Engagement
MB01397,35,Male,2024-10-01,295,Low Risk,0,Retained,29.166666666666664,Low Engagement
MB01398,26,Female,2023-09-04,688,Medium Risk,1,Churn,40.583333333333336,Medium Engagement
MB01399,26,Male,2023-06-01,783,Medium Risk,1,Churn,47.0,Medium Engagement
MB01400,21,Non-binary,2024-12-27,208,Active,0,Retained,38.583333333333336,Medium Engagement
MB01401,37,Non-binary,2024-12-26,209,Active,0,Retained,56.50000000000001,Medium Engagement
MB01402,39,Prefer not to say,2025-05-14,70,Active,0,Retained,63.083333333333336,High Engagement
MB01403,13,Male,2023-04-30,815,Medium Risk,1,Churn,52.75000000000001,Medium Engagement
MB01404,41,Female,2023-07-17,737,Medium Risk,1,Churn,50.083333333333336,Medium Engagement
MB01405,34,Female,2024-02-03,536,Low Risk,0,Retained,60.16666666666667,High Engagement
MB01406,34,Female,2023-01-05,930,High Risk,1,Churn,30.333333333333336,Low Engagement
MB01407,18,Male,2023-02-15,889,High Risk,1,Churn,42.833333333333336,Medium Engagement
MB01408,33,Male,2023-10-08,654,Medium Risk,1,Churn,49.083333333333336,Medium Engagement
MB01409,29,Male,2022-12-11,955,High Risk,1,Churn,36.5,Medium Engagement
MB01410,17,Male,2024-11-15,250,Active,0,Retained,12.000000000000002,Low Engagement
MB01411,43,Other (self-described),2025-02-23,150,Active,0,Retained,75.16666666666667,High Engagement
MB01412,20,Female,2024-09-08,318,Low Risk,0,Retained,63.75000000000001,High Engagement
MB01413,43,Female,2025-04-23,91,Active,0,Retained,33.75,Low Engagement
MB01414,27,Male,2023-12-05,596,Medium Risk,1,Churn,53.5,Medium Engagement
MB01415,20,Other (self-described),2022-09-29,1028,High Risk,1,Churn,81.5,High Engagement
MB01416,45,Male,2025-05-12,72,Active,0,Retained,55.333333333333336,Medium Engagement
MB01417,27,Male,2025-02-12,161,Active,0,Retained,64.75000000000001,High Engagement
MB01418,45,Female,2024-02-27,512,Low Risk,0,Retained,46.916666666666664,Medium Engagement
MB01419,27,Male,2022-10-02,1025,High Risk,1,Churn,44.66666666666667,Medium Engagement
MB01420,41,Female,2024-07-21,367,Low Risk,0,Retained,51.75000000000001,Medium Engagement
MB01421,29,Female,2023-12-30,571,Medium Risk,1,Churn,64.91666666666667,High Engagement
MB01422,21,Male,2025-05-09,75,Active,0,Retained,40.416666666666664,Medium Engagement
MB01423,27,Other (self-described),2025-01-16,188,Active,0,Retained,39.24999999999999,Medium Engagement
MB01424,13,Female,2022-08-07,1081,High Risk,1,Churn,16.75,Low Engagement
MB01425,42,Male,2022-08-30,1058,High Risk,1,Churn,59.41666666666667,Medium Engagement
MB01426,27,Male,2025-06-17,36,Active,0,Retained,46.833333333333336,Medium Engagement
MB01427,12,Male,2022-09-13,1044,High Risk,1,Churn,63.83333333333334,High Engagement
MB01428,47,Male,2023-08-12,711,Medium Risk,1,Churn,49.25000000000001,Medium Engagement
MB01429,27,Male,2022-12-11,955,High Risk,1,Churn,88.00000000000001,High Engagement
MB01430,47,Non-binary,2024-02-24,515,Low Risk,0,Retained,42.416666666666664,Medium Engagement
MB01431,29,Male,2023-12-21,580,Medium Risk,1,Churn,30.75,Low Engagement
MB01432,14,Male,2024-01-19,551,Low Risk,0,Retained,26.833333333333332,Low Engagement
MB01433,12,Male,2023-07-13,741,Medium Risk,1,Churn,56.33333333333334,Medium Engagement
MB01434,35,Non-binary,2025-01-25,179,Active,0,Retained,37.0,Medium Engagement
MB01435,13,Male,2025-05-22,62,Active,0,Retained,37.83333333333333,Medium Engagement
MB01436,32,Female,2024-07-30,358,Low Risk,0,Retained,22.333333333333332,Low Engagement
MB01437,44,Other (self-described),2023-06-03,781,Medium Risk,1,Churn,40.25,Medium Engagement
MB01438,12,Female,2024-11-20,245,Active,0,Retained,48.083333333333336,Medium Engagement
MB01439,36,Male,2023-07-06,748,Medium Risk,1,Churn,56.58333333333333,Medium Engagement
MB01440,32,Male,2022-08-25,1063,High Risk,1,Churn,42.00000000000001,Medium Engagement
MB01441,21,Male,2025-03-14,131,Active,0,Retained,51.0,Medium Engagement
MB01442,26,Female,2023-07-07,747,Medium Risk,1,Churn,78.5,High Engagement
MB01443,26,Female,2024-03-07,503,Low Risk,0,Retained,67.33333333333333,High Engagement
MB01444,42,Male,2022-12-11,955,High Risk,1,Churn,63.83333333333333,High Engagement
MB01445,48,Female,2024-12-16,219,Active,0,Retained,39.583333333333336,Medium Engagement
MB01446,18,Prefer not to say,2023-06-16,768,Medium Risk,1,Churn,45.666666666666664,Medium Engagement
MB01447,19,Female,2023-01-12,923,High Risk,1,Churn,41.0,Medium Engagement
MB01448,35,Female,2022-09-20,1037,High Risk,1,Churn,41.41666666666667,Medium Engagement
MB01449,46,Female,2023-06-26,758,Medium Risk,1,Churn,76.41666666666667,High Engagement
MB01450,39,Non-binary,2024-01-10,560,Low Risk,0,Retained,39.25,Medium Engagement
MB01451,22,Female,2023-09-03,689,Medium Risk,1,Churn,67.66666666666667,High Engagement
MB01452,27,Non-binary,2022-12-10,956,High Risk,1,Churn,28.166666666666668,Low Engagement
MB01453,33,Male,2023-10-24,638,Medium Risk,1,Churn,17.166666666666668,Low Engagement
MB01454,36,Female,2025-05-21,63,Active,0,Retained,35.916666666666664,Medium Engagement
MB01455,36,Female,2022-10-05,1022,High Risk,1,Churn,33.833333333333336,Low Engagement
MB01456,19,Female,2023-06-19,765,Medium Risk,1,Churn,35.75000000000001,Medium Engagement
MB01457,16,Male,2023-07-03,751,Medium Risk,1,Churn,36.83333333333333,Medium Engagement
MB01458,46,Non-binary,2024-11-05,260,Active,0,Retained,46.5,Medium Engagement
MB01459,41,Female,2023-07-22,732,Medium Risk,1,Churn,34.0,Low Engagement
MB01460,23,Male,2024-04-29,450,Low Risk,0,Retained,31.0,Low Engagement
MB01461,16,Female,2023-07-30,724,Medium Risk,1,Churn,28.666666666666668,Low Engagement
MB01462,41,Female,2025-03-01,144,Active,0,Retained,50.083333333333336,Medium Engagement
MB01463,46,Non-binary,2023-07-23,731,Medium Risk,1,Churn,38.24999999999999,Medium Engagement
MB01464,37,Male,2022-07-24,1095,High Risk,1,Churn,43.66666666666667,Medium Engagement
MB01465,41,Non-binary,2025-05-02,82,Active,0,Retained,20.666666666666668,Low Engagement
MB01466,20,Female,2022-08-17,1071,High Risk,1,Churn,63.75000000000001,High Engagement
MB01467,30,Female,2024-04-15,464,Low Risk,0,Retained,37.666666666666664,Medium Engagement
MB01468,40,Non-binary,2022-12-08,958,High Risk,1,Churn,56.750000000000014,Medium Engagement
MB01469,38,Male,2023-03-12,864,High Risk,1,Churn,48.666666666666664,Medium Engagement
MB01470,47,Non-binary,2023-10-28,634,Medium Risk,1,Churn,59.833333333333336,Medium Engagement
MB01471,15,Male,2023-04-28,817,Medium Risk,1,Churn,45.0,Medium Engagement
MB01472,26,Female,2022-11-30,966,High Risk,1,Churn,53.25,Medium Engagement
MB01473,18,Non-binary,2024-04-18,461,Low Risk,0,Retained,56.25,Medium Engagement
MB01474,30,Prefer not to say,2024-07-09,379,Low Risk,0,Retained,60.16666666666667,High Engagement
MB01475,24,Male,2023-07-13,741,Medium Risk,1,Churn,66.66666666666667,High Engagement
MB01476,15,Female,2023-02-13,891,High Risk,1,Churn,36.583333333333336,Medium Engagement
MB01477,17,Non-binary,2023-04-03,842,High Risk,1,Churn,24.916666666666668,Low Engagement
MB01478,27,Male,2023-02-24,880,High Risk,1,Churn,52.75000000000001,Medium Engagement
MB01479,18,Male,2024-03-16,494,Low Risk,0,Retained,34.25,Low Engagement
MB01480,40,Prefer not to say,2023-02-03,901,High Risk,1,Churn,59.25,Medium Engagement
MB01481,46,Female,2025-02-14,159,Active,0,Retained,68.83333333333333,High Engagement
MB01482,30,Prefer not to say,2023-11-21,610,Medium Risk,1,Churn,39.583333333333336,Medium Engagement
MB01483,29,Male,2025-06-16,37,Active,0,Retained,34.583333333333336,Low Engagement
MB01484,45,Female,2024-07-12,376,Low Risk,0,Retained,25.833333333333336,Low Engagement
MB01485,27,Non-binary,2024-05-28,421,Low Risk,0,Retained,64.16666666666666,High Engagement
MB01486,30,Female,2024-04-27,452,Low Risk,0,Retained,24.666666666666664,Low Engagement
MB01487,43,Prefer not to say,2023-06-13,771,Medium Risk,1,Churn,25.16666666666667,Low Engagement
MB01488,15,Female,2024-05-05,444,Low Risk,0,Retained,36.583333333333336,Medium Engagement
MB01489,49,Female,2024-03-02,508,Low Risk,0,Retained,45.5,Medium Engagement
MB01490,29,Female,2024-10-13,283,Low Risk,0,Retained,64.91666666666667,High Engagement
MB01491,21,Male,2024-05-21,428,Low Risk,0,Retained,36.833333333333336,Medium Engagement
MB01492,18,Female,2024-10-23,273,Active,0,Retained,61.33333333333334,High Engagement
MB01493,40,Prefer not to say,2025-04-06,108,Active,0,Retained,59.25,Medium Engagement
MB01494,23,Female,2023-09-19,673,Medium Risk,1,Churn,23.166666666666664,Low Engagement
MB01495,33,Female,2023-07-12,742,Medium Risk,1,Churn,66.5,High Engagement
MB01496,35,Female,2023-09-02,690,Medium Risk,1,Churn,4.666666666666668,Low Engagement
MB01497,29,Other (self-described),2024-02-15,524,Low Risk,0,Retained,39.166666666666664,Medium Engagement
MB01498,48,Female,2024-05-14,435,Low Risk,0,Retained,70.0,High Engagement
MB01499,32,Prefer not to say,2022-12-16,950,High Risk,1,Churn,20.0,Low Engagement
MB01500,13,Non-binary,2023-12-18,583,Medium Risk,1,Churn,74.83333333333334,High Engagement
MB01501,49,Male,2024-01-29,541,Low Risk,0,Retained,22.499999999999996,Low Engagement
MB01502,28,Male,2025-05-26,58,Active,0,Retained,39.49999999999999,Medium Engagement
MB01503,49,Prefer not to say,2024-06-24,394,Low Risk,0,Retained,11.166666666666666,Low Engagement
MB01504,34,Prefer not to say,2024-05-14,435,Low Risk,0,Retained,37.583333333333336,Medium Engagement
MB01505,32,Female,2024-04-24,455,Low Risk,0,Retained,40.16666666666667,Medium Engagement
MB01506,21,Male,2023-10-14,648,Medium Risk,1,Churn,40.416666666666664,Medium Engagement
MB01507,26,Non-binary,2023-12-02,599,Medium Risk,1,Churn,39.5,Medium Engagement
MB01508,13,Male,2023-09-14,678,Medium Risk,1,Churn,34.416666666666664,Low Engagement
MB01509,36,Female,2023-03-31,845,High Risk,1,Churn,53.91666666666667,Medium Engagement
MB01510,44,Female,2023-02-08,896,High Risk,1,Churn,47.0,Medium Engagement
MB01511,29,Female,2023-05-20,795,Medium Risk,1,Churn,46.166666666666664,Medium Engagement
MB01512,20,Male,2022-09-09,1048,High Risk,1,Churn,28.416666666666668,Low Engagement
MB01513,45,Prefer not to say,2025-06-03,50,Active,0,Retained,40.75,Medium Engagement
MB01514,48,Male,2024-11-26,239,Active,0,Retained,41.416666666666664,Medium Engagement
MB01515,20,Male,2025-06-14,39,Active,0,Retained,47.333333333333336,Medium Engagement
